"PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Titles","last_name","iTitles","Family_size","logFare","cabin_l","ticket_t"
560,"1",3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",0,36,1,0,"345572",17.4,"",3,"Mrs","de Messemaeker",5,1,2.85647020622048,"",9
561,"0",3,"Morrow, Mr. Thomas Rowan",1,29,0,0,"372622",7.75,"",2,"Mr","Morrow",4,0,2.04769284336526,"",9
562,"0",3,"Sivic, Mr. Husein",1,40,0,0,"349251",7.8958,"",3,"Mr","Sivic",4,0,2.06633097252974,"",9
563,"0",2,"Norman, Mr. Robert Douglas",1,28,0,0,"218629",13.5,"",3,"Mr","Norman",4,0,2.60268968544438,"",9
564,"0",3,"Simmons, Mr. John",1,29,0,0,"SOTON/OQ 392082",8.05,"",3,"Mr","Simmons",4,0,2.08567209143047,"",17
565,"0",3,"Meanwell, Miss. (Marion Ogden)",0,22,0,0,"SOTON/O.Q. 392087",8.05,"",3,"Miss","Meanwell",3,0,2.08567209143047,"",17
566,"0",3,"Davies, Mr. Alfred J",1,24,2,0,"A/4 48871",24.15,"",3,"Mr","Davies",4,2,3.18428438009858,"",1
567,"0",3,"Stoytcheff, Mr. Ilia",1,19,0,0,"349205",7.8958,"",3,"Mr","Stoytcheff",4,0,2.06633097252974,"",9
568,"0",3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",0,29,0,4,"349909",21.075,"",3,"Mrs","Palsson",5,4,3.04808750388792,"",9
569,"0",3,"Doharr, Mr. Tannous",1,29,0,0,"2686",7.2292,"",1,"Mr","Doharr",4,0,1.97812837997935,"",9
570,"1",3,"Jonsson, Mr. Carl",1,32,0,0,"350417",7.8542,"",3,"Mr","Jonsson",4,0,2.06104842056294,"",9
571,"1",2,"Harris, Mr. George",1,62,0,0,"S.W./PP 752",10.5,"",3,"Mr","Harris",4,0,2.35137525716348,"",20
572,"1",1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",0,53,2,0,"11769",51.4792,"C101",3,"Mrs","Appleton",5,2,3.94117784259164,"C",9
573,"1",1,"Flynn, Mr. John Irwin (""Irving"")",1,36,0,0,"PC 17474",26.3875,"E25",3,"Mr","Flynn",4,0,3.27289041317444,"E",11
574,"1",3,"Kelly, Miss. Mary",0,22,0,0,"14312",7.75,"",2,"Miss","Kelly",3,0,2.04769284336526,"",9
575,"0",3,"Rush, Mr. Alfred George John",1,16,0,0,"A/4. 20589",8.05,"",3,"Mr","Rush",4,0,2.08567209143047,"",1
576,"0",3,"Patchett, Mr. George",1,19,0,0,"358585",14.5,"",3,"Mr","Patchett",4,0,2.67414864942653,"",9
577,"1",2,"Garside, Miss. Ethel",0,34,0,0,"243880",13,"",3,"Miss","Garside",3,0,2.56494935746154,"",9
578,"1",1,"Silvey, Mrs. William Baird (Alice Munger)",0,39,1,0,"13507",55.9,"E44",3,"Mrs","Silvey",5,1,4.02356438016105,"E",9
579,"0",3,"Caram, Mrs. Joseph (Maria Elias)",0,35,1,0,"2689",14.4583,"",1,"Mrs","Caram",5,1,2.67126864412075,"",9
580,"1",3,"Jussila, Mr. Eiriik",1,32,0,0,"STON/O 2. 3101286",7.925,"",3,"Mr","Jussila",4,0,2.07002231976334,"",19
581,"1",2,"Christy, Miss. Julie Rachel",0,25,1,1,"237789",30,"",3,"Miss","Christy",3,2,3.40119738166216,"",9
582,"1",1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",0,39,1,1,"17421",110.8833,"C68",1,"Mrs","Thayer",5,2,4.70847829690348,"C",9
583,"0",2,"Downton, Mr. William James",1,54,0,0,"28403",26,"",3,"Mr","Downton",4,0,3.25809653802148,"",9
584,"0",1,"Ross, Mr. John Hugo",1,36,0,0,"13049",40.125,"A10",1,"Mr","Ross",4,0,3.69199958145018,"A",9
585,"0",3,"Paulner, Mr. Uscher",1,29,0,0,"3411",8.7125,"",1,"Mr","Paulner",4,0,2.16475877608664,"",9
586,"1",1,"Taussig, Miss. Ruth",0,18,0,2,"110413",79.65,"E68",3,"Miss","Taussig",3,2,4.37764203635606,"E",9
587,"0",2,"Jarvis, Mr. John Denzil",1,47,0,0,"237565",15,"",3,"Mr","Jarvis",4,0,2.70805020110221,"",9
588,"1",1,"Frolicher-Stehli, Mr. Maxmillian",1,60,1,1,"13567",79.2,"B41",1,"Mr","Frolicher-Stehli",4,2,4.37197629882038,"B",9
589,"0",3,"Gilinski, Mr. Eliezer",1,22,0,0,"14973",8.05,"",3,"Mr","Gilinski",4,0,2.08567209143047,"",9
590,"0",3,"Murdlin, Mr. Joseph",1,29,0,0,"A./5. 3235",8.05,"",3,"Mr","Murdlin",4,0,2.08567209143047,"",1
591,"0",3,"Rintamaki, Mr. Matti",1,35,0,0,"STON/O 2. 3101273",7.125,"",3,"Mr","Rintamaki",4,0,1.96360972615471,"",19
592,"1",1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",0,52,1,0,"36947",78.2667,"D20",1,"Mrs","Stephenson",5,1,4.36012222518012,"D",9
593,"0",3,"Elsbury, Mr. William James",1,47,0,0,"A/5 3902",7.25,"",3,"Mr","Elsbury",4,0,1.98100146886658,"",1
594,"0",3,"Bourke, Miss. Mary",0,8.96643736199135,0,2,"364848",7.75,"",2,"Miss","Bourke",3,2,2.04769284336526,"",9
595,"0",2,"Chapman, Mr. John Henry",1,37,1,0,"SC/AH 29037",26,"",3,"Mr","Chapman",4,1,3.25809653802148,"",12
596,"0",3,"Van Impe, Mr. Jean Baptiste",1,36,1,1,"345773",24.15,"",3,"Mr","Van Impe",4,2,3.18428438009858,"",9
597,"1",2,"Leitch, Miss. Jessie Wills",0,24,0,0,"248727",33,"",3,"Miss","Leitch",3,0,3.49650756146648,"",9
598,"0",3,"Johnson, Mr. Alfred",1,49,0,0,"LINE",0,"",3,"Mr","Johnson",4,0,0,"",7
599,"0",3,"Boulos, Mr. Hanna",1,29,0,0,"2664",7.225,"",1,"Mr","Boulos",4,0,1.9775472339985,"",9
600,"1",1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",1,49,1,0,"PC 17485",56.9292,"A20",1,"Noble","Duff Gordon",6,1,4.04180839051927,"A",11
601,"1",2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",0,24,2,1,"243847",27,"",3,"Mrs","Jacobsohn",5,3,3.29583686600433,"",9
602,"0",3,"Slabenoff, Mr. Petco",1,29,0,0,"349214",7.8958,"",3,"Mr","Slabenoff",4,0,2.06633097252974,"",9
603,"0",1,"Harrington, Mr. Charles H",1,29,0,0,"113796",42.4,"",3,"Mr","Harrington",4,0,3.74714836223791,"",9
604,"0",3,"Torber, Mr. Ernst William",1,44,0,0,"364511",8.05,"",3,"Mr","Torber",4,0,2.08567209143047,"",9
605,"1",1,"Homer, Mr. Harry (""Mr E Haven"")",1,35,0,0,"111426",26.55,"",1,"Mr","Homer",4,0,3.27902974768795,"",9
606,"0",3,"Lindell, Mr. Edvard Bengtsson",1,36,1,0,"349910",15.55,"",3,"Mr","Lindell",4,1,2.74406063862524,"",9
607,"0",3,"Karaic, Mr. Milan",1,30,0,0,"349246",7.8958,"",3,"Mr","Karaic",4,0,2.06633097252974,"",9
608,"1",1,"Daniel, Mr. Robert Williams",1,27,0,0,"113804",30.5,"",3,"Mr","Daniel",4,0,3.41772668361337,"",9
609,"1",2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",0,22,1,2,"SC/Paris 2123",41.5792,"",1,"Mrs","Laroche",5,3,3.72760004222554,"",12
610,"1",1,"Shutes, Miss. Elizabeth W",0,40,0,0,"PC 17582",153.4625,"C125",3,"Miss","Shutes",3,0,5.03345623750696,"C",11
611,"0",3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",0,39,1,5,"347082",31.275,"",3,"Mrs","Andersson",5,4,3.44281905635297,"",9
612,"0",3,"Jardin, Mr. Jose Neto",1,29,0,0,"SOTON/O.Q. 3101305",7.05,"",3,"Mr","Jardin",4,0,1.95302761682418,"",17
613,"1",3,"Murphy, Miss. Margaret Jane",0,21,1,0,"367230",15.5,"",2,"Miss","Murphy",3,1,2.7408400239252,"",9
614,"0",3,"Horgan, Mr. John",1,29,0,0,"370377",7.75,"",2,"Mr","Horgan",4,0,2.04769284336526,"",9
615,"0",3,"Brocklebank, Mr. William Alfred",1,35,0,0,"364512",8.05,"",3,"Mr","Brocklebank",4,0,2.08567209143047,"",9
616,"1",2,"Herman, Miss. Alice",0,24,1,2,"220845",65,"",3,"Miss","Herman",3,3,4.17438726989564,"",9
617,"0",3,"Danbom, Mr. Ernst Gilbert",1,34,1,1,"347080",14.4,"",3,"Mr","Danbom",4,2,2.66722820658195,"",9
618,"0",3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",0,26,1,0,"A/5. 3336",16.1,"",3,"Mrs","Lobb",5,1,2.77881927199042,"",1
619,"1",2,"Becker, Miss. Marion Louise",0,4,2,1,"230136",39,"F4",3,"Miss","Becker",3,3,3.66356164612965,"F",9
620,"0",2,"Gavey, Mr. Lawrence",1,26,0,0,"31028",10.5,"",3,"Mr","Gavey",4,0,2.35137525716348,"",9
621,"0",3,"Yasbeck, Mr. Antoni",1,27,1,0,"2659",14.4542,"",1,"Mr","Yasbeck",4,1,2.6709850297652,"",9
622,"1",1,"Kimball, Mr. Edwin Nelson Jr",1,42,1,0,"11753",52.5542,"D19",3,"Mr","Kimball",4,1,3.96184501801123,"D",9
623,"1",3,"Nakid, Mr. Sahid",1,20,1,1,"2653",15.7417,"",1,"Mr","Nakid",4,2,2.75631324223972,"",9
624,"0",3,"Hansen, Mr. Henry Damsgaard",1,21,0,0,"350029",7.8542,"",3,"Mr","Hansen",4,0,2.06104842056294,"",9
625,"0",3,"Bowen, Mr. David John ""Dai""",1,21,0,0,"54636",16.1,"",3,"Mr","Bowen",4,0,2.77881927199042,"",9
626,"0",1,"Sutton, Mr. Frederick",1,61,0,0,"36963",32.3208,"D50",3,"Mr","Sutton",4,0,3.4757109858218,"D",9
627,"0",2,"Kirkland, Rev. Charles Leonard",1,57,0,0,"219533",12.35,"",2,"Others","Kirkland",7,0,2.51365606307399,"",9
628,"1",1,"Longley, Miss. Gretchen Fiske",0,21,0,0,"13502",77.9583,"D9",3,"Miss","Longley",3,0,4.35617406834722,"D",9
629,"0",3,"Bostandyeff, Mr. Guentcho",1,26,0,0,"349224",7.8958,"",3,"Mr","Bostandyeff",4,0,2.06633097252974,"",9
630,"0",3,"O'Connell, Mr. Patrick D",1,29,0,0,"334912",7.7333,"",2,"Mr","O'Connell",4,0,2.04553567965004,"",9
631,"1",1,"Barkworth, Mr. Algernon Henry Wilson",1,80,0,0,"27042",30,"A23",3,"Mr","Barkworth",4,0,3.40119738166216,"A",9
632,"0",3,"Lundahl, Mr. Johan Svensson",1,51,0,0,"347743",7.0542,"",3,"Mr","Lundahl",4,0,1.95362318411961,"",9
633,"1",1,"Stahelin-Maeglin, Dr. Max",1,32,0,0,"13214",30.5,"B50",1,"Others","Stahelin-Maeglin",7,0,3.41772668361337,"B",9
634,"0",1,"Parr, Mr. William Henry Marsh",1,26,0,0,"112052",0,"",3,"Mr","Parr",4,0,0,"",9
635,"0",3,"Skoog, Miss. Mabel",0,9,3,2,"347088",27.9,"",3,"Miss","Skoog",3,4,3.32862668882732,"",9
636,"1",2,"Davis, Miss. Mary",0,28,0,0,"237668",13,"",3,"Miss","Davis",3,0,2.56494935746154,"",9
637,"0",3,"Leinonen, Mr. Antti Gustaf",1,32,0,0,"STON/O 2. 3101292",7.925,"",3,"Mr","Leinonen",4,0,2.07002231976334,"",19
638,"0",2,"Collyer, Mr. Harvey",1,31,1,1,"C.A. 31921",26.25,"",3,"Mr","Collyer",4,2,3.26766598903763,"",4
639,"0",3,"Panula, Mrs. Juha (Maria Emilia Ojala)",0,41,0,5,"3101295",39.6875,"",3,"Mrs","Panula",5,4,3.68103627665291,"",9
640,"0",3,"Thorneycroft, Mr. Percival",1,31,1,0,"376564",16.1,"",3,"Mr","Thorneycroft",4,1,2.77881927199042,"",9
641,"0",3,"Jensen, Mr. Hans Peder",1,20,0,0,"350050",7.8542,"",3,"Mr","Jensen",4,0,2.06104842056294,"",9
642,"1",1,"Sagesser, Mlle. Emma",0,24,0,0,"PC 17477",69.3,"B35",1,"Miss","Sagesser",3,0,4.23844490619586,"B",11
643,"0",3,"Skoog, Miss. Margit Elizabeth",0,2,3,2,"347088",27.9,"",3,"Miss","Skoog",3,4,3.32862668882732,"",9
644,"1",3,"Foo, Mr. Choong",1,29,0,0,"1601",56.4958,"",3,"Mr","Foo",4,0,4.03416629910613,"",9
645,"1",3,"Baclini, Miss. Eugenie",0,0.75,2,1,"2666",19.2583,"",1,"Miss","Baclini",3,3,2.95794213663839,"",9
646,"1",1,"Harper, Mr. Henry Sleeper",1,48,1,0,"PC 17572",76.7292,"D33",1,"Mr","Harper",4,1,4.34028233996554,"D",11
647,"0",3,"Cor, Mr. Liudevit",1,19,0,0,"349231",7.8958,"",3,"Mr","Cor",4,0,2.06633097252974,"",9
648,"1",1,"Simonius-Blumer, Col. Oberst Alfons",1,56,0,0,"13213",35.5,"A26",1,"Military","Simonius-Blumer",2,0,3.56953269648137,"A",9
649,"0",3,"Willey, Mr. Edward",1,29,0,0,"S.O./P.P. 751",7.55,"",3,"Mr","Willey",4,0,2.02154756326093,"",14
650,"1",3,"Stanley, Miss. Amy Zillah Elsie",0,23,0,0,"CA. 2314",7.55,"",3,"Miss","Stanley",3,0,2.02154756326093,"",4
651,"0",3,"Mitkoff, Mr. Mito",1,29,0,0,"349221",7.8958,"",3,"Mr","Mitkoff",4,0,2.06633097252974,"",9
652,"1",2,"Doling, Miss. Elsie",0,18,0,1,"231919",23,"",3,"Miss","Doling",3,1,3.13549421592915,"",9
653,"0",3,"Kalvik, Mr. Johannes Halvorsen",1,21,0,0,"8475",8.4333,"",3,"Mr","Kalvik",4,0,2.13218815448838,"",9
654,"1",3,"O'Leary, Miss. Hanora ""Norah""",0,22,0,0,"330919",7.8292,"",2,"Miss","O'Leary",3,0,2.05786033364623,"",9
655,"0",3,"Hegarty, Miss. Hanora ""Nora""",0,18,0,0,"365226",6.75,"",2,"Miss","Hegarty",3,0,1.90954250488444,"",9
656,"0",2,"Hickman, Mr. Leonard Mark",1,24,2,0,"S.O.C. 14879",73.5,"",3,"Mr","Hickman",4,2,4.29728540621879,"",15
657,"0",3,"Radeff, Mr. Alexander",1,29,0,0,"349223",7.8958,"",3,"Mr","Radeff",4,0,2.06633097252974,"",9
658,"0",3,"Bourke, Mrs. John (Catherine)",0,32,1,1,"364849",15.5,"",2,"Mrs","Bourke",5,2,2.7408400239252,"",9
659,"0",2,"Eitemiller, Mr. George Floyd",1,23,0,0,"29751",13,"",3,"Mr","Eitemiller",4,0,2.56494935746154,"",9
660,"0",1,"Newell, Mr. Arthur Webster",1,58,0,2,"35273",113.275,"D48",1,"Mr","Newell",4,2,4.7298184905532,"D",9
661,"1",1,"Frauenthal, Dr. Henry William",1,50,2,0,"PC 17611",133.65,"",3,"Others","Frauenthal",7,2,4.89522444258493,"",11
662,"0",3,"Badt, Mr. Mohamed",1,40,0,0,"2623",7.225,"",1,"Mr","Badt",4,0,1.9775472339985,"",9
663,"0",1,"Colley, Mr. Edward Pomeroy",1,47,0,0,"5727",25.5875,"E58",3,"Mr","Colley",4,0,3.24210395098741,"E",9
664,"0",3,"Coleff, Mr. Peju",1,36,0,0,"349210",7.4958,"",3,"Mr","Coleff",4,0,2.0143428636837,"",9
665,"1",3,"Lindqvist, Mr. Eino William",1,20,1,0,"STON/O 2. 3101285",7.925,"",3,"Mr","Lindqvist",4,1,2.07002231976334,"",19
666,"0",2,"Hickman, Mr. Lewis",1,32,2,0,"S.O.C. 14879",73.5,"",3,"Mr","Hickman",4,2,4.29728540621879,"",15
667,"0",2,"Butler, Mr. Reginald Fenton",1,25,0,0,"234686",13,"",3,"Mr","Butler",4,0,2.56494935746154,"",9
668,"0",3,"Rommetvedt, Mr. Knud Paust",1,29,0,0,"312993",7.775,"",3,"Mr","Rommetvedt",4,0,2.0509134580653,"",9
669,"0",3,"Cook, Mr. Jacob",1,43,0,0,"A/5 3536",8.05,"",3,"Mr","Cook",4,0,2.08567209143047,"",1
670,"1",1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",0,35,1,0,"19996",52,"C126",3,"Mrs","Taylor",5,1,3.95124371858143,"C",9
671,"1",2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",0,40,1,1,"29750",39,"",3,"Mrs","Brown",5,2,3.66356164612965,"",9
672,"0",1,"Davidson, Mr. Thornton",1,31,1,0,"F.C. 12750",52,"B71",3,"Mr","Davidson",4,1,3.95124371858143,"B",6
673,"0",2,"Mitchell, Mr. Henry Michael",1,70,0,0,"C.A. 24580",10.5,"",3,"Mr","Mitchell",4,0,2.35137525716348,"",4
674,"1",2,"Wilhelms, Mr. Charles",1,31,0,0,"244270",13,"",3,"Mr","Wilhelms",4,0,2.56494935746154,"",9
675,"0",2,"Watson, Mr. Ennis Hastings",1,26,0,0,"239856",0,"",3,"Mr","Watson",4,0,0,"",9
676,"0",3,"Edvardsson, Mr. Gustaf Hjalmar",1,18,0,0,"349912",7.775,"",3,"Mr","Edvardsson",4,0,2.0509134580653,"",9
677,"0",3,"Sawyer, Mr. Frederick Charles",1,24.5,0,0,"342826",8.05,"",3,"Mr","Sawyer",4,0,2.08567209143047,"",9
678,"1",3,"Turja, Miss. Anna Sofia",0,18,0,0,"4138",9.8417,"",3,"Miss","Turja",3,0,2.28662846036978,"",9
679,"0",3,"Goodwin, Mrs. Frederick (Augusta Tyler)",0,43,1,6,"CA 2144",46.9,"",3,"Mrs","Goodwin",5,4,3.84801767545223,"",4
680,"1",1,"Cardeza, Mr. Thomas Drake Martinez",1,36,0,1,"PC 17755",512.3292,"B51 B53 B55",1,"Mr","Cardeza",4,1,6.23896738717366,"B",11
681,"0",3,"Peters, Miss. Katie",0,22,0,0,"330935",8.1375,"",2,"Miss","Peters",3,0,2.09648300753469,"",9
682,"1",1,"Hassab, Mr. Hammad",1,27,0,0,"PC 17572",76.7292,"D49",1,"Mr","Hassab",4,0,4.34028233996554,"D",11
683,"0",3,"Olsvigen, Mr. Thor Anderson",1,20,0,0,"6563",9.225,"",3,"Mr","Olsvigen",4,0,2.22191718992659,"",9
684,"0",3,"Goodwin, Mr. Charles Edward",1,14,5,2,"CA 2144",46.9,"",3,"Mr","Goodwin",4,4,3.84801767545223,"",4
685,"0",2,"Brown, Mr. Thomas William Solomon",1,60,1,1,"29750",39,"",3,"Mr","Brown",4,2,3.66356164612965,"",9
686,"0",2,"Laroche, Mr. Joseph Philippe Lemercier",1,25,1,2,"SC/Paris 2123",41.5792,"",1,"Mr","Laroche",4,3,3.72760004222554,"",12
687,"0",3,"Panula, Mr. Jaako Arnold",1,14,4,1,"3101295",39.6875,"",3,"Mr","Panula",4,4,3.68103627665291,"",9
688,"0",3,"Dakic, Mr. Branko",1,19,0,0,"349228",10.1708,"",3,"Mr","Dakic",4,0,2.31952086970025,"",9
689,"0",3,"Fischer, Mr. Eberhard Thelander",1,18,0,0,"350036",7.7958,"",3,"Mr","Fischer",4,0,2.05358512713461,"",9
690,"1",1,"Madill, Miss. Georgette Alexandra",0,15,0,1,"24160",211.3375,"B5",3,"Miss","Madill",3,1,5.35345638166308,"B",9
691,"1",1,"Dick, Mr. Albert Adrian",1,31,1,0,"17474",57,"B20",3,"Mr","Dick",4,1,4.04305126783455,"B",9
692,"1",3,"Karun, Miss. Manca",0,4,0,1,"349256",13.4167,"",1,"Miss","Karun",3,1,2.59650019966543,"",9
693,"1",3,"Lam, Mr. Ali",1,29,0,0,"1601",56.4958,"",3,"Mr","Lam",4,0,4.03416629910613,"",9
694,"0",3,"Saad, Mr. Khalil",1,25,0,0,"2672",7.225,"",1,"Mr","Saad",4,0,1.9775472339985,"",9
695,"0",1,"Weir, Col. John",1,60,0,0,"113800",26.55,"",3,"Military","Weir",2,0,3.27902974768795,"",9
696,"0",2,"Chapman, Mr. Charles Henry",1,52,0,0,"248731",13.5,"",3,"Mr","Chapman",4,0,2.60268968544438,"",9
697,"0",3,"Kelly, Mr. James",1,44,0,0,"363592",8.05,"",3,"Mr","Kelly",4,0,2.08567209143047,"",9
698,"1",3,"Mullens, Miss. Katherine ""Katie""",0,22,0,0,"35852",7.7333,"",2,"Miss","Mullens",3,0,2.04553567965004,"",9
699,"0",1,"Thayer, Mr. John Borland",1,49,1,1,"17421",110.8833,"C68",1,"Mr","Thayer",4,2,4.70847829690348,"C",9
700,"0",3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",1,42,0,0,"348121",7.65,"F G63",3,"Mr","Humblen",4,0,2.03470564783844,"F",9
701,"1",1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",0,18,1,0,"PC 17757",227.525,"C62 C64",1,"Mrs","Astor",5,1,5.42726012246342,"C",11
702,"1",1,"Silverthorne, Mr. Spencer Victor",1,35,0,0,"PC 17475",26.2875,"E24",3,"Mr","Silverthorne",4,0,3.26909354102882,"E",11
703,"0",3,"Barbara, Miss. Saiide",0,18,0,1,"2691",14.4542,"",1,"Miss","Barbara",3,1,2.6709850297652,"",9
704,"0",3,"Gallagher, Mr. Martin",1,25,0,0,"36864",7.7417,"",2,"Mr","Gallagher",4,0,2.04662130172758,"",9
705,"0",3,"Hansen, Mr. Henrik Juul",1,26,1,0,"350025",7.8542,"",3,"Mr","Hansen",4,1,2.06104842056294,"",9
706,"0",2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",1,39,0,0,"250655",26,"",3,"Mr","Morley",4,0,3.25809653802148,"",9
707,"1",2,"Kelly, Mrs. Florence ""Fannie""",0,45,0,0,"223596",13.5,"",3,"Mrs","Kelly",5,0,2.60268968544438,"",9
708,"1",1,"Calderhead, Mr. Edward Pennington",1,42,0,0,"PC 17476",26.2875,"E24",3,"Mr","Calderhead",4,0,3.26909354102882,"E",11
709,"1",1,"Cleaver, Miss. Alice",0,22,0,0,"113781",151.55,"",3,"Miss","Cleaver",3,0,5.02091560350381,"",9
710,"1",3,"Moubarek, Master. Halim Gonios (""William George"")",1,4,1,1,"2661",15.2458,"",1,"Master","Moubarek",1,2,2.7243040552851,"",9
711,"1",1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",0,24,0,0,"PC 17482",49.5042,"C90",1,"Miss","Mayne",3,0,3.90205751446006,"C",11
712,"0",1,"Klaber, Mr. Herman",1,29,0,0,"113028",26.55,"C124",3,"Mr","Klaber",4,0,3.27902974768795,"C",9
713,"1",1,"Taylor, Mr. Elmer Zebley",1,48,1,0,"19996",52,"C126",3,"Mr","Taylor",4,1,3.95124371858143,"C",9
714,"0",3,"Larsson, Mr. August Viktor",1,29,0,0,"7545",9.4833,"",3,"Mr","Larsson",4,0,2.24953235695956,"",9
715,"0",2,"Greenberg, Mr. Samuel",1,52,0,0,"250647",13,"",3,"Mr","Greenberg",4,0,2.56494935746154,"",9
716,"0",3,"Soholt, Mr. Peter Andreas Lauritz Andersen",1,19,0,0,"348124",7.65,"F G73",3,"Mr","Soholt",4,0,2.03470564783844,"F",9
717,"1",1,"Endres, Miss. Caroline Louise",0,38,0,0,"PC 17757",227.525,"C45",1,"Miss","Endres",3,0,5.42726012246342,"C",11
718,"1",2,"Troutt, Miss. Edwina Celia ""Winnie""",0,27,0,0,"34218",10.5,"E101",3,"Miss","Troutt",3,0,2.35137525716348,"E",9
719,"0",3,"McEvoy, Mr. Michael",1,29,0,0,"36568",15.5,"",2,"Mr","McEvoy",4,0,2.7408400239252,"",9
720,"0",3,"Johnson, Mr. Malkolm Joackim",1,33,0,0,"347062",7.775,"",3,"Mr","Johnson",4,0,2.0509134580653,"",9
721,"1",2,"Harper, Miss. Annie Jessie ""Nina""",0,6,0,1,"248727",33,"",3,"Miss","Harper",3,1,3.49650756146648,"",9
722,"0",3,"Jensen, Mr. Svend Lauritz",1,17,1,0,"350048",7.0542,"",3,"Mr","Jensen",4,1,1.95362318411961,"",9
723,"0",2,"Gillespie, Mr. William Henry",1,34,0,0,"12233",13,"",3,"Mr","Gillespie",4,0,2.56494935746154,"",9
724,"0",2,"Hodges, Mr. Henry Price",1,50,0,0,"250643",13,"",3,"Mr","Hodges",4,0,2.56494935746154,"",9
725,"1",1,"Chambers, Mr. Norman Campbell",1,27,1,0,"113806",53.1,"E8",3,"Mr","Chambers",4,1,3.97217692824789,"E",9
726,"0",3,"Oreskovic, Mr. Luka",1,20,0,0,"315094",8.6625,"",3,"Mr","Oreskovic",4,0,2.15900336451602,"",9
727,"1",2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",0,30,3,0,"31027",21,"",3,"Mrs","Renouf",5,3,3.04452243772342,"",9
728,"1",3,"Mannion, Miss. Margareth",0,22,0,0,"36866",7.7375,"",2,"Miss","Mannion",3,0,2.04607863801071,"",9
729,"0",2,"Bryhl, Mr. Kurt Arnold Gottfrid",1,25,1,0,"236853",26,"",3,"Mr","Bryhl",4,1,3.25809653802148,"",9
730,"0",3,"Ilmakangas, Miss. Pieta Sofia",0,25,1,0,"STON/O2. 3101271",7.925,"",3,"Miss","Ilmakangas",3,1,2.07002231976334,"",19
731,"1",1,"Allen, Miss. Elisabeth Walton",0,29,0,0,"24160",211.3375,"B5",3,"Miss","Allen",3,0,5.35345638166308,"B",9
732,"0",3,"Hassan, Mr. Houssein G N",1,11,0,0,"2699",18.7875,"",1,"Mr","Hassan",4,0,2.93319175507909,"",9
733,"0",2,"Knight, Mr. Robert J",1,26,0,0,"239855",0,"",3,"Mr","Knight",4,0,0,"",9
734,"0",2,"Berriman, Mr. William John",1,23,0,0,"28425",13,"",3,"Mr","Berriman",4,0,2.56494935746154,"",9
735,"0",2,"Troupiansky, Mr. Moses Aaron",1,23,0,0,"233639",13,"",3,"Mr","Troupiansky",4,0,2.56494935746154,"",9
736,"0",3,"Williams, Mr. Leslie",1,28.5,0,0,"54636",16.1,"",3,"Mr","Williams",4,0,2.77881927199042,"",9
737,"0",3,"Ford, Mrs. Edward (Margaret Ann Watson)",0,48,1,3,"W./C. 6608",34.375,"",3,"Mrs","Ford",5,4,3.53732955598674,"",21
738,"1",1,"Lesurer, Mr. Gustave J",1,35,0,0,"PC 17755",512.3292,"B101",1,"Mr","Lesurer",4,0,6.23896738717366,"B",11
739,"0",3,"Ivanoff, Mr. Kanio",1,29,0,0,"349201",7.8958,"",3,"Mr","Ivanoff",4,0,2.06633097252974,"",9
740,"0",3,"Nankoff, Mr. Minko",1,29,0,0,"349218",7.8958,"",3,"Mr","Nankoff",4,0,2.06633097252974,"",9
741,"1",1,"Hawksford, Mr. Walter James",1,29,0,0,"16988",30,"D45",3,"Mr","Hawksford",4,0,3.40119738166216,"D",9
742,"0",1,"Cavendish, Mr. Tyrell William",1,36,1,0,"19877",78.85,"C46",3,"Mr","Cavendish",4,1,4.36754731340905,"C",9
743,"1",1,"Ryerson, Miss. Susan Parker ""Suzette""",0,21,2,2,"PC 17608",262.375,"B57 B59 B63 B66",1,"Miss","Ryerson",3,4,5.5697747781408,"B",11
744,"0",3,"McNamee, Mr. Neal",1,24,1,0,"376566",16.1,"",3,"Mr","McNamee",4,1,2.77881927199042,"",9
745,"1",3,"Stranden, Mr. Juho",1,31,0,0,"STON/O 2. 3101288",7.925,"",3,"Mr","Stranden",4,0,2.07002231976334,"",19
746,"0",1,"Crosby, Capt. Edward Gifford",1,70,1,1,"WE/P 5735",71,"B22",3,"Military","Crosby",2,2,4.26267987704132,"B",22
